"bookUrl","score","votes"
"https://www.goodreads.com/book/show/7733.Gulliver_s_Travels","33759","517"
"https://www.goodreads.com/book/show/5826.Bel_Canto","33500","405"
"https://www.goodreads.com/book/show/28676.American_Psycho","33364","401"
"https://www.goodreads.com/book/show/310259.Love_You_Forever","33216","422"
"https://www.goodreads.com/book/show/2213661.The_Graveyard_Book","33193","426"
"https://www.goodreads.com/book/show/5805.V_for_Vendetta","33155","433"
"https://www.goodreads.com/book/show/6327.The_Witches","33143","444"
"https://www.goodreads.com/book/show/646462._","32967","372"
"https://www.goodreads.com/book/show/14905.The_Complete_Novels","32890","442"
"https://www.goodreads.com/book/show/13536860-fifty-shades-freed","32774","390"
"https://www.goodreads.com/book/show/10920.Cold_Mountain","32691","444"
"https://www.goodreads.com/book/show/43035.White_Fang","32467","463"
"https://www.goodreads.com/book/show/11387515-wonder","32422","377"
"https://www.goodreads.com/book/show/52357.Beowulf","31884","459"
"https://www.goodreads.com/book/show/68428.The_Final_Empire","31853","351"
"https://www.goodreads.com/book/show/6304335-beautiful-creatures","31758","392"
"https://www.goodreads.com/book/show/84981.Tuck_Everlasting","31732","433"
"https://www.goodreads.com/book/show/16631.Steppenwolf","31588","399"
"https://www.goodreads.com/book/show/42899.Dark_Lover","31428","368"
"https://www.goodreads.com/book/show/46799.Go_Ask_Alice","31361","422"
"https://www.goodreads.com/book/show/45978.Eldest","31291","403"
"https://www.goodreads.com/book/show/30528535","31144","319"
"https://www.goodreads.com/book/show/391729.The_Tell_Tale_Heart_and_Other_Writings","31088","454"
"https://www.goodreads.com/book/show/228665.The_Eye_of_the_World","31020","364"
"https://www.goodreads.com/book/show/77013.As_I_Lay_Dying","30877","415"
"https://www.goodreads.com/book/show/5148.A_Separate_Peace","30723","420"
"https://www.goodreads.com/book/show/15195.The_Complete_Maus","30702","398"
"https://www.goodreads.com/book/show/45032.Mansfield_Park","30080","426"
